#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C10626	2
RL|S1|C10640	2
RL|S1|C10673	2
RL|S1|C10683	2
RL|S1|C10716	2
RL|S1|C10720	2
RL|S1|C10761	2
RL|S1|C10821	2
RL|S1|C10869	2
RL|S1|C10874	2
RL|S1|C10885	2
RL|S1|C10948	2
RL|S1|C10971	2
RL|S1|C11019	2
RL|S1|C11026	2
RL|S1|C11047	2
RL|S1|C11075	2
RL|S1|C11186	2
RL|S1|C11201	2
RL|S1|C11255	2
RL|S1|C11332	2
RL|S1|C11336	2
RL|S1|C11350	2
RL|S1|C11371	2
RL|S1|C11463	2
RL|S1|C11465	2
RL|S1|C11570	2
RL|S1|C11585	2
RL|S1|C11599	2
RL|S1|C11634	2
RL|S1|C11642	2
RL|S1|C11671	2
RL|S1|C11681	2
RL|S1|C11862	2
RL|S1|C11884	2
RL|S1|C11929	2
RL|S1|C11975	2
RL|S1|C12032	2
RL|S1|C12048	2
RL|S1|C12100	2
RL|S1|C12139	2
RL|S1|C12178	2
RL|S1|C12332	2
RL|S1|C12382	2
RL|S1|C12419	2
RL|S1|C12468	2
RL|S1|C12563	2
RL|S1|C12591	2
RL|S1|C12623	2
RL|S1|C12660	2
RL|S1|C12694	2
RL|S1|C12701	2
RL|S1|C12736	2
RL|S1|C12807	2
RL|S1|C12857	2
RL|S1|C12908	2
RL|S1|C12916	2
RL|S1|C12929	2
RL|S1|C12938	2
RL|S1|C12971	2
RL|S1|C12972	2
RL|S1|C12976	2
RL|S1|C12995	2
RL|S1|C13026	2
RL|S1|C13047	2
RL|S1|C13101	2
RL|S1|C13136	2
RL|S1|C13167	2
RL|S1|C13194	2
RL|S1|C13217	2
RL|S1|C13225	2
RL|S1|C13320	2
RL|S1|C13328	2
RL|S1|C13469	2
RL|S1|C13551	2
RL|S1|C13591	2
RL|S1|C13619	2
RL|S1|C13620	2
RL|S1|C13646	2
RL|S1|C13651	2
RL|S1|C13705	2
RL|S1|C13707	2
RL|S1|C13725	2
RL|S1|C13763	2
RL|S1|C13782	2
RL|S1|C13896	2
RL|S1|C13914	2
RL|S1|C13999	2
RL|S1|C14014	2
RL|S1|C14016	2
RL|S1|C14025	2
RL|S1|C14043	2
RL|S1|C14046	2
RL|S1|C14088	2
RL|S1|C14093	2
RL|S1|C14127	2
RL|S1|C14154	2
RL|S1|C14160	2
RL|S1|C14177	2
RL|S1|C14216	2
RL|S1|C14222	2
RL|S1|C14260	2
RL|S1|C14264	2
RL|S1|C14265	2
RL|S1|C14271	2
RL|S1|C14293	2
RL|S1|C14297	2
RL|S1|C14301	2
RL|S1|C14314	2
RL|S1|C14323	2
RL|S1|C14474	2
RL|S1|C14517	2
RL|S1|C14709	2
RL|S1|C14720	2
RL|S1|C14726	2
RL|S1|C14740	2
RL|S1|C14744	2
RL|S1|C14750	2
RL|S1|C14838	2
RL|S1|C14885	2
RL|S1|C14943	2
RL|S1|C15057	2
RL|S1|C15065	2
RL|S1|C15160	2
RL|S1|C15180	2
RL|S1|C15197	2
RL|S1|C15203	2
RL|S1|C15234	2
RL|S1|C15235	2
RL|S1|C15250	2
RL|S1|C15260	2
RL|S1|C15308	2
RL|S1|C15324	2
RL|S1|C15368	2
RL|S1|C15430	2
RL|S1|C15494	2
RL|S1|C15537	2
RL|S1|C15577	2
RL|S1|C15612	2
RL|S1|C15646	2
RL|S1|C15669	2
RL|S1|C15732	2
RL|S1|C15756	2
RL|S1|C15838	2
RL|S1|C15902	2
RL|S1|C15903	2
RL|S1|C15911	2
RL|S1|C16051	2
RL|S1|C16098	2
RL|S1|C16143	2
RL|S1|C16160	2
RL|S1|C16205	2
RL|S1|C16237	2
RL|S1|C16308	2
RL|S1|C16317	2
RL|S1|C16390	2
RL|S1|C16450	2
RL|S1|C16455	2
RL|S1|C16496	2
RL|S1|C16498	2
RL|S1|C16510	2
RL|S1|C16604	2
RL|S1|C16691	2
RL|S1|C16692	2
RL|S1|C16738	2
RL|S1|C16777	2
RL|S1|C16819	2
RL|S1|C16824	2
RL|S1|C16846	2
RL|S1|C16885	2
RL|S1|C16910	2
RL|S1|C16912	2
RL|S1|C16913	2
RL|S1|C16937	2
RL|S1|C16966	2
RL|S1|C16997	2
RL|S1|C17100	2
RL|S1|C17117	2
RL|S1|C17172	2
RL|S1|C17175	2
RL|S1|C17225	2
RL|S1|C17309	2
RL|S1|C17428	2
RL|S1|C17463	2
RL|S1|C17514	2
RL|S1|C17537	2
RL|S1|C17559	2
RL|S1|C17578	2
RL|S1|C17603	2
RL|S1|C17666	2
RL|S1|C17709	2
RL|S1|C17710	2
RL|S1|C17766	2
RL|S1|C17877	2
RL|S1|C17895	2
RL|S1|C17929	2
RL|S1|C17947	2
RL|S1|C17955	2
RL|S1|C18125	2
RL|S1|C18149	2
RL|S1|C18213	2
RL|S1|C18257	2
RL|S1|C18288	2
RL|S1|C18291	2
RL|S1|C18334	2
RL|S1|C18498	2
RL|S1|C18565	2
RL|S1|C18609	2
RL|S1|C18623	2
RL|S1|C18656	2
RL|S1|C18716	2
RL|S1|C18733	2
RL|S1|C18746	2
RL|S1|C18747	2
RL|S1|C18776	2
RL|S1|C18811	2
RL|S1|C18883	2
RL|S1|C18957	2
RL|S1|C18991	2
RL|S1|C18998	2
RL|S1|C19023	2
RL|S1|C19045	2
RL|S1|C19129	2
RL|S1|C19167	2
RL|S1|C19231	2
RL|S1|C19241	2
RL|S1|C19276	2
RL|S1|C19287	2
RL|S1|C19289	2
RL|S1|C19306	2
RL|S1|C19422	2
RL|S1|C19476	2
RL|S1|C157	20
RL|S1|C441	20
RL|S1|C453	20
RL|S1|C573	20
RL|S1|C696	20
RL|S1|C737	20
RL|S1|C800	20
RL|S1|C1522	20
RL|S1|C1664	20
RL|S1|C1783	20
RL|S1|C1792	20
RL|S1|C2166	20
RL|S1|C2246	20
RL|S1|C2825	20
RL|S1|C3113	20
RL|S1|C3440	20
RL|S1|C3629	20
RL|S1|C3746	20
RL|S1|C3823	20
RL|S1|C3885	20
RL|S1|C3907	20
RL|S1|C4239	20
RL|S1|C4287	20
RL|S1|C4515	20
RL|S1|C4589	20
RL|S1|C4639	20
RL|S1|C4774	20
RL|S1|C4944	20
RL|S1|C5061	20
RL|S1|C5110	20
RL|S1|C5781	20
RL|S1|C6484	20
RL|S1|C6959	20
RL|S1|C7032	20
RL|S1|C7462	20
RL|S1|C7666	20
RL|S1|C7778	20
RL|S1|C7939	20
RL|S1|C8144	20
RL|S1|C8368	20
RL|S1|C8717	20
RL|S1|C8814	20
RL|S1|C8893	20
RL|S1|C9297	20
RL|S1|C9336	20
RL|S1|C9555	20
RL|S1|C10692	20
RL|S1|C10799	20
RL|S1|C10854	20
RL|S1|C11044	20
RL|S1|C11458	20
RL|S1|C11705	20
RL|S1|C11978	20
RL|S1|C12103	20
RL|S1|C12166	20
RL|S1|C12231	20
RL|S1|C12247	20
RL|S1|C12251	20
RL|S1|C13006	20
RL|S1|C13288	20
RL|S1|C13481	20
RL|S1|C13545	20
RL|S1|C13613	20
RL|S1|C13832	20
RL|S1|C13931	20
RL|S1|C14360	20
RL|S1|C14533	20
RL|S1|C14746	20
RL|S1|C14933	20
RL|S1|C15179	20
RL|S1|C15213	20
RL|S1|C15724	20
RL|S1|C16075	20
RL|S1|C16409	20
RL|S1|C16964	20
RL|S1|C17318	20
RL|S1|C18561	20
RL|S1|C18702	20
RL|S1|C19021	20
RL|S1|C19338	20
RL|S1|C31	21
RL|S1|C280	21
RL|S1|C537	21
RL|S1|C593	21
RL|S1|C620	21
RL|S1|C725	21
RL|S1|C792	21
RL|S1|C1056	21
RL|S1|C1200	21
RL|S1|C1383	21
RL|S1|C1412	21
RL|S1|C1495	21
RL|S1|C1679	21
RL|S1|C1857	21
RL|S1|C1912	21
RL|S1|C1949	21
RL|S1|C1963	21
RL|S1|C2016	21
RL|S1|C2113	21
RL|S1|C2561	21
RL|S1|C2958	21
RL|S1|C3362	21
RL|S1|C3408	21
RL|S1|C3861	21
RL|S1|C3883	21
RL|S1|C3934	21
RL|S1|C4037	21
RL|S1|C4124	21
RL|S1|C4461	21
RL|S1|C4835	21
RL|S1|C4890	21
RL|S1|C5136	21
RL|S1|C5687	21
RL|S1|C5703	21
RL|S1|C5736	21
RL|S1|C5972	21
RL|S1|C6120	21
RL|S1|C6163	21
RL|S1|C6285	21
RL|S1|C6312	21
RL|S1|C6479	21
RL|S1|C6537	21
RL|S1|C6694	21
RL|S1|C6728	21
RL|S1|C6878	21
RL|S1|C7146	21
RL|S1|C7164	21
RL|S1|C7325	21
RL|S1|C7331	21
RL|S1|C7387	21
RL|S1|C7406	21
RL|S1|C7409	21
RL|S1|C7463	21
RL|S1|C7514	21
RL|S1|C7571	21
RL|S1|C7693	21
RL|S1|C7752	21
RL|S1|C7791	21
RL|S1|C7895	21
RL|S1|C7903	21
RL|S1|C8131	21
RL|S1|C8412	21
RL|S1|C8419	21
RL|S1|C8478	21
RL|S1|C8520	21
RL|S1|C8699	21
RL|S1|C8713	21
RL|S1|C8862	21
RL|S1|C9012	21
RL|S1|C9109	21
RL|S1|C9117	21
RL|S1|C9328	21
RL|S1|C9402	21
RL|S1|C9429	21
RL|S1|C9545	21
RL|S1|C9649	21
RL|S1|C10032	21
RL|S1|C10154	21
RL|S1|C10298	21
RL|S1|C10424	21
RL|S1|C10746	21
RL|S1|C10961	21
RL|S1|C11393	21
RL|S1|C11655	21
RL|S1|C12063	21
RL|S1|C12199	21
RL|S1|C12347	21
RL|S1|C12486	21
RL|S1|C12597	21
RL|S1|C12656	21
RL|S1|C12785	21
RL|S1|C13349	21
RL|S1|C13447	21
RL|S1|C13489	21
RL|S1|C13494	21
RL|S1|C13514	21
RL|S1|C13784	21
RL|S1|C13905	21
RL|S1|C14717	21
RL|S1|C14766	21
RL|S1|C14811	21
RL|S1|C14876	21
RL|S1|C15081	21
RL|S1|C15126	21
RL|S1|C15156	21
RL|S1|C15314	21
RL|S1|C15589	21
RL|S1|C15597	21
RL|S1|C15697	21
RL|S1|C15928	21
RL|S1|C16134	21
RL|S1|C16166	21
RL|S1|C16264	21
RL|S1|C16707	21
RL|S1|C16725	21
RL|S1|C17031	21
RL|S1|C17065	21
RL|S1|C17378	21
RL|S1|C17420	21
RL|S1|C17549	21
RL|S1|C17639	21
RL|S1|C17934	21
RL|S1|C18143	21
RL|S1|C18188	21
RL|S1|C18241	21
RL|S1|C18249	21
RL|S1|C18323	21
RL|S1|C18504	21
RL|S1|C18732	21
RL|S1|C18960	21
RL|S1|C19111	21
RL|S1|C19114	21
RL|S1|C19161	21
RL|S1|C19291	21
RL|S1|C19474	21
RL|S1|C1599	22
RL|S1|C2428	22
RL|S1|C2706	22
RL|S1|C4642	22
RL|S1|C7433	22
RL|S1|C8350	22
RL|S1|C8738	22
RL|S1|C9403	22
RL|S1|C10143	22
RL|S1|C10539	22
RL|S1|C11005	22
RL|S1|C11124	22
RL|S1|C12210	22
RL|S1|C12558	22
RL|S1|C13291	22
RL|S1|C13557	22
RL|S1|C14243	22
RL|S1|C14440	22
RL|S1|C14870	22
RL|S1|C16047	22
RL|S1|C17887	22
RL|S1|C543	23
RL|S1|C1117	23
RL|S1|C1478	23
RL|S1|C2849	23
RL|S1|C4286	23
RL|S1|C4971	23
RL|S1|C6216	23
RL|S1|C6274	23
RL|S1|C6421	23
RL|S1|C6687	23
RL|S1|C8043	23
RL|S1|C9750	23
RL|S1|C12357	23
RL|S1|C13381	23
RL|S1|C14058	23
RL|S1|C15312	23
RL|S1|C15516	23
RL|S1|C16012	23
RL|S1|C18602	23
RL|S1|C19031	23
RL|S1|C19376	23
RL|S1|C19444	23
RL|S1|C99	24
RL|S1|C102	24
RL|S1|C130	24
RL|S1|C134	24
RL|S1|C138	24
RL|S1|C143	24
RL|S1|C147	24
RL|S1|C160	24
RL|S1|C162	24
RL|S1|C163	24
RL|S1|C164	24
RL|S1|C180	24
RL|S1|C183	24
RL|S1|C192	24
RL|S1|C195	24
RL|S1|C203	24
RL|S1|C205	24
RL|S1|C215	24
RL|S1|C217	24
RL|S1|C245	24
RL|S1|C258	24
RL|S1|C263	24
RL|S1|C264	24
RL|S1|C303	24
RL|S1|C319	24
RL|S1|C329	24
RL|S1|C351	24
RL|S1|C363	24
RL|S1|C399	24
RL|S1|C448	24
RL|S1|C449	24
RL|S1|C451	24
RL|S1|C470	24
RL|S1|C479	24
RL|S1|C500	24
RL|S1|C523	24
RL|S1|C545	24
RL|S1|C566	24
RL|S1|C568	24
RL|S1|C599	24
RL|S1|C614	24
RL|S1|C632	24
RL|S1|C670	24
RL|S1|C674	24
RL|S1|C695	24
RL|S1|C708	24
RL|S1|C710	24
RL|S1|C732	24
RL|S1|C738	24
RL|S1|C741	24
RL|S1|C768	24
RL|S1|C804	24
RL|S1|C815	24
RL|S1|C821	24
RL|S1|C831	24
RL|S1|C836	24
RL|S1|C843	24
RL|S1|C864	24
RL|S1|C872	24
RL|S1|C916	24
RL|S1|C930	24
RL|S1|C943	24
RL|S1|C961	24
RL|S1|C1010	24
RL|S1|C1015	24
RL|S1|C1035	24
RL|S1|C1039	24
RL|S1|C1052	24
RL|S1|C1078	24
RL|S1|C1083	24
RL|S1|C1086	24
RL|S1|C1089	24
RL|S1|C1116	24
RL|S1|C1133	24
RL|S1|C1153	24
RL|S1|C1170	24
RL|S1|C1177	24
RL|S1|C1197	24
RL|S1|C1219	24
RL|S1|C1233	24
RL|S1|C1271	24
RL|S1|C1273	24
RL|S1|C1275	24
RL|S1|C1283	24
RL|S1|C1349	24
RL|S1|C1364	24
RL|S1|C1379	24
RL|S1|C1387	24
RL|S1|C1391	24
RL|S1|C1401	24
RL|S1|C1404	24
RL|S1|C1406	24
RL|S1|C1448	24
RL|S1|C1454	24
RL|S1|C1460	24
RL|S1|C1474	24
RL|S1|C1476	24
RL|S1|C1535	24
RL|S1|C1553	24
RL|S1|C1554	24
RL|S1|C1564	24
RL|S1|C1573	24
RL|S1|C1577	24
RL|S1|C1584	24
RL|S1|C1609	24
RL|S1|C1619	24
RL|S1|C1625	24
RL|S1|C1666	24
RL|S1|C1677	24
RL|S1|C1692	24
RL|S1|C1697	24
RL|S1|C1717	24
RL|S1|C1723	24
RL|S1|C1727	24
RL|S1|C1729	24
RL|S1|C1734	24
RL|S1|C1748	24
RL|S1|C1757	24
RL|S1|C1776	24
RL|S1|C1777	24
RL|S1|C1786	24
RL|S1|C1787	24
RL|S1|C1789	24
RL|S1|C1811	24
RL|S1|C1816	24
RL|S1|C1828	24
RL|S1|C1839	24
RL|S1|C1851	24
RL|S1|C1888	24
RL|S1|C1939	24
RL|S1|C1957	24
RL|S1|C1967	24
RL|S1|C1986	24
RL|S1|C2002	24
RL|S1|C2003	24
RL|S1|C2011	24
RL|S1|C2015	24
RL|S1|C2019	24
RL|S1|C2039	24
RL|S1|C2044	24
RL|S1|C2049	24
RL|S1|C2050	24
RL|S1|C2064	24
RL|S1|C2084	24
RL|S1|C2092	24
RL|S1|C2098	24
RL|S1|C2107	24
RL|S1|C2142	24
RL|S1|C2144	24
RL|S1|C2155	24
RL|S1|C2156	24
RL|S1|C2157	24
RL|S1|C2160	24
RL|S1|C2175	24
RL|S1|C2187	24
RL|S1|C2211	24
RL|S1|C2213	24
RL|S1|C2222	24
RL|S1|C2230	24
RL|S1|C2262	24
RL|S1|C2268	24
RL|S1|C2287	24
RL|S1|C2292	24
RL|S1|C2320	24
RL|S1|C2355	24
RL|S1|C2362	24
RL|S1|C2370	24
RL|S1|C2383	24
RL|S1|C2384	24
RL|S1|C2406	24
RL|S1|C2425	24
RL|S1|C2435	24
RL|S1|C2451	24
RL|S1|C2457	24
RL|S1|C2485	24
RL|S1|C2559	24
RL|S1|C2560	24
RL|S1|C2563	24
RL|S1|C2576	24
RL|S1|C2604	24
RL|S1|C2619	24
RL|S1|C2623	24
RL|S1|C2630	24
RL|S1|C2631	24
RL|S1|C2643	24
RL|S1|C2644	24
RL|S1|C2680	24
RL|S1|C2712	24
RL|S1|C2737	24
RL|S1|C2738	24
RL|S1|C2740	24
RL|S1|C2772	24
RL|S1|C2805	24
RL|S1|C2827	24
RL|S1|C2845	24
RL|S1|C2861	24
RL|S1|C2877	24
RL|S1|C2881	24
RL|S1|C2910	24
RL|S1|C2913	24
RL|S1|C2946	24
RL|S1|C2952	24
RL|S1|C2954	24
RL|S1|C2963	24
RL|S1|C2985	24
RL|S1|C2986	24
RL|S1|C2993	24
RL|S1|C3011	24
RL|S1|C3013	24
RL|S1|C3028	24
RL|S1|C3030	24
RL|S1|C3042	24
RL|S1|C3054	24
RL|S1|C3060	24
RL|S1|C3069	24
RL|S1|C3073	24
RL|S1|C3084	24
RL|S1|C3142	24
RL|S1|C3143	24
RL|S1|C3147	24
RL|S1|C3158	24
RL|S1|C3161	24
RL|S1|C3182	24
RL|S1|C3186	24
RL|S1|C3197	24
RL|S1|C3219	24
RL|S1|C3226	24
RL|S1|C3241	24
RL|S1|C3275	24
RL|S1|C3277	24
RL|S1|C3278	24
RL|S1|C3286	24
RL|S1|C3300	24
RL|S1|C3312	24
RL|S1|C3325	24
RL|S1|C3326	24
RL|S1|C3343	24
RL|S1|C3355	24
RL|S1|C3358	24
RL|S1|C3364	24
RL|S1|C3372	24
RL|S1|C3398	24
RL|S1|C3418	24
RL|S1|C3444	24
RL|S1|C3450	24
RL|S1|C3452	24
RL|S1|C3459	24
RL|S1|C3472	24
RL|S1|C3478	24
RL|S1|C3488	24
RL|S1|C3497	24
RL|S1|C3499	24
RL|S1|C3503	24
RL|S1|C3541	24
RL|S1|C3553	24
RL|S1|C3588	24
RL|S1|C3590	24
RL|S1|C3609	24
RL|S1|C3610	24
RL|S1|C3624	24
RL|S1|C3627	24
RL|S1|C3637	24
RL|S1|C3638	24
RL|S1|C3639	24
RL|S1|C3655	24
RL|S1|C3662	24
RL|S1|C3670	24
RL|S1|C3683	24
RL|S1|C3714	24
RL|S1|C3748	24
RL|S1|C3759	24
RL|S1|C3770	24
RL|S1|C3795	24
RL|S1|C3811	24
RL|S1|C3814	24
RL|S1|C3816	24
RL|S1|C3830	24
RL|S1|C3840	24
RL|S1|C3848	24
RL|S1|C3851	24
RL|S1|C3867	24
RL|S1|C3881	24
RL|S1|C3889	24
RL|S1|C3940	24
RL|S1|C3958	24
RL|S1|C3960	24
RL|S1|C3977	24
RL|S1|C3985	24
RL|S1|C3987	24
RL|S1|C3989	24
RL|S1|C3992	24
RL|S1|C4010	24
RL|S1|C4016	24
RL|S1|C4072	24
RL|S1|C4117	24
RL|S1|C4133	24
RL|S1|C4147	24
RL|S1|C4178	24
RL|S1|C4187	24
RL|S1|C4195	24
RL|S1|C4199	24
RL|S1|C4208	24
RL|S1|C4227	24
RL|S1|C4234	24
RL|S1|C4251	24
RL|S1|C4271	24
RL|S1|C4273	24
RL|S1|C4278	24
RL|S1|C4308	24
RL|S1|C4326	24
RL|S1|C4330	24
RL|S1|C4359	24
RL|S1|C4386	24
RL|S1|C4391	24
RL|S1|C4395	24
RL|S1|C4424	24
RL|S1|C4448	24
RL|S1|C4465	24
RL|S1|C4479	24
RL|S1|C4507	24
RL|S1|C4566	24
RL|S1|C4607	24
RL|S1|C4631	24
RL|S1|C4640	24
RL|S1|C4644	24
RL|S1|C4648	24
RL|S1|C4683	24
RL|S1|C4687	24
RL|S1|C4708	24
RL|S1|C4714	24
RL|S1|C4724	24
RL|S1|C4738	24
RL|S1|C4744	24
RL|S1|C4749	24
RL|S1|C4752	24
RL|S1|C4769	24
RL|S1|C4771	24
RL|S1|C4772	24
RL|S1|C4812	24
RL|S1|C4822	24
RL|S1|C4832	24
RL|S1|C4855	24
RL|S1|C4875	24
RL|S1|C4885	24
RL|S1|C4918	24
RL|S1|C4923	24
RL|S1|C4928	24
RL|S1|C4930	24
RL|S1|C4950	24
RL|S1|C4965	24
RL|S1|C4969	24
RL|S1|C4976	24
RL|S1|C5033	24
RL|S1|C5103	24
RL|S1|C5142	24
RL|S1|C5143	24
RL|S1|C5151	24
RL|S1|C5172	24
RL|S1|C5173	24
RL|S1|C5177	24
RL|S1|C5179	24
RL|S1|C5182	24
RL|S1|C5191	24
RL|S1|C5198	24
RL|S1|C5214	24
RL|S1|C5245	24
RL|S1|C5258	24
RL|S1|C5272	24
RL|S1|C5288	24
RL|S1|C5301	24
RL|S1|C5305	24
RL|S1|C5308	24
RL|S1|C5313	24
RL|S1|C5321	24
RL|S1|C5323	24
RL|S1|C5325	24
RL|S1|C5329	24
RL|S1|C5336	24
RL|S1|C5389	24
RL|S1|C5414	24
RL|S1|C5439	24
RL|S1|C5440	24
RL|S1|C5458	24
RL|S1|C5464	24
RL|S1|C5478	24
RL|S1|C5480	24
RL|S1|C5488	24
RL|S1|C5494	24
RL|S1|C5504	24
RL|S1|C5518	24
RL|S1|C5542	24
RL|S1|C5544	24
RL|S1|C5563	24
RL|S1|C5566	24
RL|S1|C5576	24
RL|S1|C5582	24
RL|S1|C5594	24
RL|S1|C5639	24
RL|S1|C5654	24
RL|S1|C5658	24
RL|S1|C5669	24
RL|S1|C5700	24
RL|S1|C5707	24
RL|S1|C5711	24
RL|S1|C5723	24
RL|S1|C5728	24
RL|S1|C5738	24
RL|S1|C5747	24
RL|S1|C5766	24
RL|S1|C5767	24
RL|S1|C5804	24
RL|S1|C5821	24
RL|S1|C5842	24
RL|S1|C5863	24
RL|S1|C5885	24
RL|S1|C5914	24
RL|S1|C5921	24
RL|S1|C5949	24
RL|S1|C5953	24
RL|S1|C5975	24
RL|S1|C5989	24
RL|S1|C5997	24
RL|S1|C6016	24
RL|S1|C6029	24
RL|S1|C6043	24
RL|S1|C6044	24
RL|S1|C6045	24
RL|S1|C6099	24
RL|S1|C6131	24
RL|S1|C6133	24
RL|S1|C6142	24
RL|S1|C6155	24
RL|S1|C6193	24
RL|S1|C6200	24
RL|S1|C6250	24
RL|S1|C6255	24
RL|S1|C6282	24
RL|S1|C6288	24
RL|S1|C6296	24
RL|S1|C6297	24
RL|S1|C6298	24
RL|S1|C6310	24
RL|S1|C6329	24
RL|S1|C6331	24
RL|S1|C6338	24
RL|S1|C6346	24
RL|S1|C6351	24
RL|S1|C6377	24
RL|S1|C6382	24
RL|S1|C6385	24
RL|S1|C6392	24
RL|S1|C6393	24
RL|S1|C6394	24
RL|S1|C6434	24
RL|S1|C6447	24
RL|S1|C6507	24
RL|S1|C6509	24
RL|S1|C6515	24
RL|S1|C6535	24
RL|S1|C6536	24
RL|S1|C6541	24
RL|S1|C6587	24
RL|S1|C6608	24
RL|S1|C6612	24
RL|S1|C6663	24
RL|S1|C6705	24
RL|S1|C6733	24
RL|S1|C6794	24
RL|S1|C6815	24
RL|S1|C6824	24
RL|S1|C6832	24
RL|S1|C6836	24
RL|S1|C6862	24
RL|S1|C6863	24
RL|S1|C6866	24
RL|S1|C6871	24
RL|S1|C6898	24
RL|S1|C6916	24
RL|S1|C6928	24
RL|S1|C7007	24
RL|S1|C7015	24
RL|S1|C7023	24
RL|S1|C7075	24
RL|S1|C7093	24
RL|S1|C7112	24
RL|S1|C7117	24
RL|S1|C7118	24
RL|S1|C7145	24
RL|S1|C7157	24
RL|S1|C7166	24
RL|S1|C7197	24
RL|S1|C7214	24
RL|S1|C7239	24
RL|S1|C7245	24
RL|S1|C7248	24
RL|S1|C7257	24
RL|S1|C7261	24
RL|S1|C7272	24
RL|S1|C7297	24
RL|S1|C7327	24
RL|S1|C7330	24
RL|S1|C7332	24
RL|S1|C7347	24
RL|S1|C7353	24
RL|S1|C7426	24
RL|S1|C7430	24
RL|S1|C7438	24
RL|S1|C7446	24
RL|S1|C7457	24
RL|S1|C7489	24
RL|S1|C7509	24
RL|S1|C7525	24
RL|S1|C7529	24
RL|S1|C7530	24
RL|S1|C7533	24
RL|S1|C7550	24
RL|S1|C7552	24
RL|S1|C7558	24
RL|S1|C7578	24
RL|S1|C7608	24
RL|S1|C7613	24
RL|S1|C7619	24
RL|S1|C7629	24
RL|S1|C7630	24
RL|S1|C7633	24
RL|S1|C7636	24
RL|S1|C7660	24
RL|S1|C7677	24
RL|S1|C7681	24
RL|S1|C7700	24
RL|S1|C7701	24
RL|S1|C7744	24
RL|S1|C7759	24
RL|S1|C7760	24
RL|S1|C7767	24
RL|S1|C7769	24
RL|S1|C7770	24
RL|S1|C7799	24
RL|S1|C7809	24
RL|S1|C7810	24
RL|S1|C7813	24
RL|S1|C7822	24
RL|S1|C7835	24
RL|S1|C7861	24
RL|S1|C7862	24
RL|S1|C7867	24
RL|S1|C7874	24
RL|S1|C7902	24
RL|S1|C7905	24
RL|S1|C7929	24
RL|S1|C7932	24
RL|S1|C7953	24
RL|S1|C8040	24
RL|S1|C8070	24
RL|S1|C8079	24
RL|S1|C8105	24
RL|S1|C8141	24
RL|S1|C8151	24
RL|S1|C8155	24
RL|S1|C8195	24
RL|S1|C8197	24
RL|S1|C8212	24
RL|S1|C8214	24
RL|S1|C8236	24
RL|S1|C8284	24
RL|S1|C8315	24
RL|S1|C8358	24
RL|S1|C8363	24
RL|S1|C8365	24
RL|S1|C8378	24
RL|S1|C8379	24
RL|S1|C8390	24
RL|S1|C8418	24
RL|S1|C8429	24
RL|S1|C8433	24
RL|S1|C8441	24
RL|S1|C8456	24
RL|S1|C8461	24
RL|S1|C8487	24
RL|S1|C8489	24
RL|S1|C8497	24
RL|S1|C8545	24
RL|S1|C8551	24
RL|S1|C8560	24
RL|S1|C8567	24
RL|S1|C8578	24
RL|S1|C8613	24
RL|S1|C8617	24
RL|S1|C8619	24
RL|S1|C8620	24
RL|S1|C8624	24
RL|S1|C8688	24
RL|S1|C8706	24
RL|S1|C8707	24
RL|S1|C8720	24
RL|S1|C8724	24
RL|S1|C8735	24
RL|S1|C8750	24
RL|S1|C8751	24
RL|S1|C8753	24
RL|S1|C8780	24
RL|S1|C8784	24
RL|S1|C8789	24
RL|S1|C8819	24
RL|S1|C8821	24
RL|S1|C8832	24
RL|S1|C8857	24
RL|S1|C8892	24
RL|S1|C8946	24
RL|S1|C8959	24
RL|S1|C8985	24
RL|S1|C8986	24
RL|S1|C8996	24
RL|S1|C9019	24
RL|S1|C9024	24
RL|S1|C9029	24
RL|S1|C9062	24
RL|S1|C9065	24
RL|S1|C9067	24
RL|S1|C9068	24
RL|S1|C9089	24
RL|S1|C9103	24
RL|S1|C9112	24
RL|S1|C9118	24
RL|S1|C9130	24
RL|S1|C9169	24
RL|S1|C9183	24
RL|S1|C9212	24
RL|S1|C9250	24
RL|S1|C9283	24
RL|S1|C9284	24
RL|S1|C9286	24
RL|S1|C9304	24
RL|S1|C9361	24
RL|S1|C9364	24
RL|S1|C9366	24
RL|S1|C9370	24
RL|S1|C9400	24
RL|S1|C9405	24
RL|S1|C9414	24
RL|S1|C9430	24
RL|S1|C9456	24
RL|S1|C9463	24
RL|S1|C9474	24
RL|S1|C9489	24
RL|S1|C9492	24
RL|S1|C9494	24
RL|S1|C9508	24
RL|S1|C9544	24
RL|S1|C9546	24
RL|S1|C9561	24
RL|S1|C9570	24
RL|S1|C9581	24
RL|S1|C9589	24
RL|S1|C9610	24
RL|S1|C9613	24
RL|S1|C9628	24
RL|S1|C9634	24
RL|S1|C9636	24
RL|S1|C9660	24
RL|S1|C9681	24
RL|S1|C9717	24
RL|S1|C9719	24
RL|S1|C9734	24
RL|S1|C9740	24
RL|S1|C9768	24
RL|S1|C9774	24
RL|S1|C9779	24
RL|S1|C9782	24
RL|S1|C9784	24
RL|S1|C9789	24
RL|S1|C9796	24
RL|S1|C9803	24
RL|S1|C9807	24
RL|S1|C9810	24
RL|S1|C9825	24
RL|S1|C9836	24
RL|S1|C9853	24
RL|S1|C9871	24
